customer_id,location_id
790,21433
791,21276
792,21231
793,21389
794,21399
795,21738
796,21725
797,21647
798,21527
799,21434
800,21451
801,21241
802,21276
803,21407
804,21253
805,21457
806,21237
807,21310
808,21518
809,21533
810,21674
811,21416
812,21697
813,21237
814,21386
815,21397
816,21628
817,21777
818,21680
819,21593
820,21592
821,21618
822,21502
823,21497
824,21764
825,21352
826,21490
827,21677
828,21743
829,21329
830,21773
831,21322
832,21492
833,21660
834,21475
835,21232
836,21376
837,21339
838,21601
839,21483
840,21621
841,21697
842,21381
843,21321
844,21756
845,21480
846,21277
847,21476
848,21617
849,21762
850,21503
851,21230
852,21621
853,21583
854,21402
855,21227
856,21787
857,21535
858,21607
859,21263
860,21288
861,21293
862,21354
863,21474
864,21431
865,21451
866,21690
867,21645
868,21422
869,21384
870,21293
871,21510
872,21267
873,21524
874,21407
875,21378
876,21367
877,21783
878,21379
879,21354
880,21398
881,21380
882,21695
883,21561
884,21775
885,21238
886,21479
887,21226
888,21352
889,21270
890,21686
891,21474
892,21644
893,21274
894,21356
895,21345
896,21523
897,21761
898,21331
899,21457
900,21614
901,21740
902,21363
903,21646
904,21652
905,21732
906,21276
907,21700
908,21714
909,21331
910,21387
911,21530
912,21571
913,21691
914,21223
915,21295
916,21575
917,21699
918,21267
919,21458
920,21402
921,21782
922,21744
923,21412
924,21630
925,21590
926,21367
927,21693
928,21556
929,21578
930,21269
931,21221
932,21567
933,21665
934,21703
935,21464
936,21420
937,21733
938,21754
939,21376
940,21574
941,21309
942,21733
943,21622
944,21449
945,21430
946,21482
947,21630
948,21663
949,21781
950,21316
951,21495
952,21450
953,21490
954,21765
955,21633
956,21528
957,21495
958,21560
959,21475
960,21644
961,21389
962,21571
963,21465
964,21551
965,21263
966,21504
967,21575
968,21715
969,21319
970,21482
971,21310
972,21470
973,21512
974,21410
975,21714
976,21674
977,21712
978,21554
979,21369
980,21358
981,21781
982,21348
983,21551
984,21548
985,21694
986,21331
987,21770
988,21623
989,21618
990,21713
991,21707
992,21595
993,21528
994,21487
995,21326
996,21461
997,21663
998,21624
999,21419
1000,21572
1001,21284
1002,21328
1003,21628
1004,21438
1005,21779
1006,21391
1007,21492
1008,21332
1009,21478
1010,21587
1011,21290
1012,21492
1013,21560
1014,21545
1015,21520
1016,21494
1017,21398
1018,21267
1019,21413
1020,21784
1021,21548
1022,21315
1023,21572
1024,21528
1025,21380
1026,21722
1027,21498
1028,21298
1029,21684
1030,21779
1031,21700
1032,21408
1033,21261
1034,21709
1035,21581
1036,21589
1037,21391
1038,21323
1039,21495
1040,21520
1041,21588
1042,21441
1043,21314
1044,21226
1045,21251
1046,21785
1047,21771
1048,21657
1049,21643
1050,21305
1051,21514
1052,21695
1053,21547
1054,21459
1055,21603
1056,21548
1057,21504
1058,21412
1059,21459
1060,21511
1061,21695
1062,22371
1063,21666
1064,21318
1065,21343
1066,21456
1067,21676
1068,21338
1069,21754
1070,21415
1071,21712
1072,21324
1073,21438
1074,21517
1075,21492
1076,21585
1077,21502
1078,21701
1079,21424
1080,21756
1081,21729
1082,21714
1083,21713
1084,21527
1085,21646
1086,21281
1087,21513
1088,21720
1089,21246
1090,21648
1091,21525
1092,21649
1093,21311
1094,21415
1095,21306
1096,21372
1097,21576
1098,21354
1099,21242
1100,21290
1101,21730
1102,21404
1103,21383
1104,21779
1105,21672
1106,21494
1107,21252
1108,21551
1109,21651
1110,21387
1111,21352
1112,21286
1113,21706
1114,21665
1115,21596
1116,21497
1117,21631
1118,21480
1119,21345
1120,21389
1121,21664
1122,21409
1123,21511
1124,21730
1125,21567
1126,21276
1127,21434
1128,21626
1129,21717
1130,21458
1131,21251
1132,21510
1133,21558
1134,21765
1135,21222
1136,21745
1137,21451
1138,21745
1139,21764
1140,21295
1141,21726
1142,21578
1143,21710
1144,21238
1145,21295
1146,21665
1147,21636
1148,21372
1149,21702
1150,21456
1151,21490
1152,21273
1153,21246
1154,21356
1155,21785
1156,21453
1157,21599
1158,21506
1159,21502
1160,21265
1161,21396
1162,21704
1163,21471
1164,21296
1165,21400
1166,21511
1167,21616
1168,21464
1169,21606
1170,21602
1171,21282
1172,21320
1173,21281
1174,21596
1175,21472
1176,21789
1177,21247
1178,21314
1179,21266
1180,21249
1181,21699
1182,21619
1183,21269
1184,21375
1185,21577
1186,21489
1187,21479
1188,21572
1189,21291
1190,21415
1191,21376
1192,21292
1193,21586
1194,21307
1195,21597
1196,21353
1197,21774
1198,21404
1199,21757
1200,22370
1201,21651
1202,21387
1203,21295
1204,21283
1205,21692
1206,21445
1207,21624
1208,21336
1209,21255
1210,21753
1211,21693
1212,21268
1213,21672
1214,21752
1215,21590
1216,21407
1217,21476
1218,21590
1219,21543
1220,21606
1221,21310
1222,21356
1223,21683
1224,21381
1225,21742
1226,21759
1227,21377
1228,21417
1229,21360
1230,21280
1231,21504
1232,21624
1233,21422
1234,21563
1235,21626
1236,21575
1237,21279
1238,21691
1239,21788
1240,21668
1241,21424
1242,21660
1243,21572
1244,21373
1245,21495
1246,21648
1247,21566
1248,21482
1249,21384
1250,21489
1251,21305
1252,21415
1253,21430
1254,21607
1255,21477
1256,21668
1257,21337
1258,22372
1259,21616
1260,21390
1261,21704
1262,21548
1263,21541
1264,21785
1265,21352
1266,21494
1267,21696
1268,21785
1269,21425
1270,21304
1271,21348
1272,21732
1273,21506
1274,21628
1275,21576
1276,21294
1277,21613
1278,21693
1279,21643
1280,21294
1281,21479
1282,21595
1283,21742
1284,21441
1285,21415
1286,21269
1287,21236
1288,21343
1289,21491
1290,21743
1291,21257
1292,21260
1293,21282
1294,21343
1295,21462
1296,21675
1297,21790
1298,21331
1299,21538
1300,21466
1301,21766
1302,21570
1303,21753
1304,21646
1305,21235
1306,21660
1307,21493
1308,21773
1309,21726
1310,21550
1311,21321
1312,21623
1313,21692
1314,21533
1315,21619
1316,21612
1317,21637
1318,21781
1319,21770
1320,21349
1321,21392
1322,21643
1323,21275
1324,21472
1325,21574
1326,21522
1327,21621
1328,21446
1329,21750
1330,21566
1331,21633
1332,21237
1333,21513
1334,21232
1335,21694
1336,21348
1337,21357
1338,21588
1339,21229
1340,21241
1341,21599
1342,21343
1343,21500
1344,21591
1345,21588
1346,21475
1347,21563
1348,21777
1349,21451
1350,21372
1351,21508
1352,21578
1353,21679
1354,21485
1355,21270
1356,21603
1357,21514
1358,21428
1359,21609
1360,21697
1361,21521
1362,21502
1363,21514
1364,21438
1365,21546
1366,21695
1367,21545
1368,21410
1369,21582
1370,21642
1371,21354
1372,21436
1373,21250
1374,21505
1375,21745
1376,21415
1377,21737
1378,21562
1379,21695
1380,21759
1381,21535
1382,21257
1383,21681
1384,21421
1385,21759
1386,21586
1387,21648
1388,21771
1389,21562
1390,21547
1391,21397
1392,21671
1393,21578
1394,21407
1395,21510
1396,21779
1397,21426
1398,21448
1399,21243
1400,21487
1401,21680
1402,21657
1403,21721
1404,21446
1405,21559
1406,21339
1407,21475
1408,21566
1409,21431
1410,21773
1411,21536
1412,21330
1413,21305
1414,21738
1415,21452
1416,21733
1417,21266
1418,21338
1419,21664
1420,21375
1421,21455
1422,21226
1423,21532
1424,21518
1425,21382
1426,21689
1427,21684
1428,21242
1429,21737
1430,21430
1431,21333
1432,21531
1433,21546
1434,21663
1435,22372
1436,21255
1437,21349
1438,21645
1439,21404
1440,21338
1441,21437
1442,21624
1443,21231
1444,21761
1445,21353
1446,21283
1447,21512
1448,21673
1449,21728
1450,21792
1451,21424
1452,21271
1453,21271
1454,21672
1455,21713
1456,21282
1457,21294
1458,21220
1459,21584
1460,21553
1461,21403
1462,21455
1463,21579
1464,21549
1465,21353
1466,21641
1467,21565
1468,21744
1469,21792
1470,21688
1471,21334
1472,21485
1473,21219
1474,21520
1475,21449
1476,21634
1477,21523
1478,21422
1479,21269
1480,21681
1481,21243
1482,21447
1483,21547
1484,21712
1485,21694
1486,21659
1487,21743
1488,21471
1489,21530
1490,21709
1491,21288
1492,21253
1493,21315
1494,21572
1495,21783
1496,21468
1497,21340
1498,21702
1499,21391
1500,21502
1501,21749
1502,21627
1503,21775
1504,21611
1505,21624
1506,21256
1507,21450
1508,21407
1509,21492
1510,21777
1511,21338
1512,21261
1513,21333
1514,21479
1515,21516
1516,21535
1517,21235
1518,21347
1519,21500
1520,21242
1521,21684
1522,21559
1523,21577
1524,21371
1525,21489
1526,21360
1527,21582
1528,21441
1529,21633
1530,21247
1531,21551
1532,21256
1533,21671
1534,21736
1535,21261
1536,21366
1537,21599
1538,21666
1539,21528
1540,21423
1541,21616
1542,21566
1543,21437
1544,21708
1545,21566
1546,21476
1547,21331
1548,21543
1549,21726
1550,21566
1551,21729
1552,21679
1553,21280
1554,21298
1555,21711
1556,21776
1557,21507
1558,21239
1559,21253
1560,21619
1561,21609
1562,21305
1563,21783
1564,21457
1565,21502
1566,21490
1567,21751
1568,21476
1569,21757
1570,21695
1571,21625
1572,21271
1573,21351
1574,21380
1575,21529
1576,21464
1577,21730
1578,21671
1579,21274
1580,21249
1581,21296
1582,21756
1583,21744
1584,21626
1585,21676
1586,21583
1587,21764
1588,21486
1589,21510
1590,21778
1591,21352
1592,21542
1593,21699
1594,21613
1595,21240
1596,21384
1597,21777
1598,21695
1599,21588
1600,21583
1601,21399
1602,21460
1603,21428
1604,21311
1605,21287
1606,21235
1607,21724
1608,21509
1609,21533
1610,21240
1611,21482
1612,21648
1613,21265
1614,21660
1615,21743
1616,21790
1617,21476
1618,21605
1619,21612
1620,21719
1621,21278
1622,21261
1623,21249
1624,21638
1625,21599
1626,21779
1627,21338
1628,21261
1629,21592
1630,21678
1631,21741
1632,21276
1633,21540
1634,21300
1635,21696
1636,21524
1637,21253
1638,21429
1639,21334
1640,21594
1641,21526
1642,21683
1643,21347
1644,21716
1645,21678
1646,21724
1647,21710
1648,21669
1649,21329
1650,21553
1651,21684
1652,21394
1653,21250
1654,21286
1655,21584
1656,21592
1657,21295
1658,21779
1659,21486
1660,21279
1661,21599
1662,21286
1663,21408
1664,21567
1665,21333
1666,21755
1667,21478
1668,21502
1669,21589
1670,21555
1671,21267
1672,21705
1673,21302
1674,21585
1675,21784
1676,21390
1677,21491
1678,21610
1679,21221
1680,21340
1681,21735
1682,21228
1683,21572
1684,21492
1685,21353
1686,21449
1687,21623
1688,21362
1689,21281
1690,21747
1691,21753
1692,21599
1693,21445
1694,21226
1695,21428
1696,21348
1697,21601
1698,21553
1699,21745
1700,21688
1701,21507
1702,21630
1703,21301
1704,21544
1705,21393
1706,21622
1707,21472
1708,21404
1709,21618
1710,21673
1711,21704
1712,21419
1713,21241
1714,21765
1715,21331
1716,21290
1717,21321
1718,21263
1719,21352
1720,21761
1721,21629
1722,21479
1723,21350
1724,21636
1725,21501
1726,21622
1727,21299
1728,21656
1729,21331
1730,21361
1731,21659
1732,21488
1733,21295
1734,21496
1735,21369
1736,21273
1737,21623
1738,21651
1739,21415
1740,21460
1741,21745
1742,21464
1743,21471
1744,21386
1745,21696
1746,21236
1747,21301
1748,21239
1749,21322
1750,21764
1751,21307
1752,21539
1753,21737
1754,21562
1755,21786
1756,21380
1757,21521
1758,21709
1759,21726
1760,21560
1761,21487
1762,21234
1763,21687
1764,21527
1765,21344
1766,21792
1767,21274
1768,21344
1769,21431
1770,21379
1771,21344
1772,21692
1773,21349
1774,21363
1775,21765
1776,21231
1777,21238
1778,21384
1779,21454
1780,21659
1781,21504
1782,21265
1783,21745
1784,21300
1785,21594
1786,21577
1787,21471
1788,21514
1789,21632
1790,21490
1791,21590
1792,21282
1793,21320
1794,21536
1795,21696
1796,21631
1797,21612
1798,21693
1799,21335
1800,21263
1801,21792
1802,21562
1803,21480
1804,21513
1805,21372
1806,21304
1807,21248
1808,21556
1809,21373
1810,21242
1811,21333
1812,21700
1813,21303
1814,21265
1815,21248
1816,22370
1817,21745
1818,21698
1819,22371
1820,21747
1821,21491
1822,21699
1823,21593
1824,21461
1825,21747
1826,21565
1827,21283
1828,21401
1829,21415
1830,21243
1831,21508
1832,21368
1833,21714
1834,21477
1835,21736
1836,21724
1837,21305
1838,21700
1839,21701
1840,21520
1841,21253
1842,21270
1843,21785
1844,21345
1845,21329
1846,21607
1847,21668
1848,21709
1849,21613
1850,21356
1851,21274
1852,21356
1853,21646
1854,21288
1855,21748
1856,21325
1857,21371
1858,21533
1859,21299
1860,21789
1861,21352
1862,21535
1863,21469
1864,21581
1865,21659
1866,21747
1867,21342
1868,21514
1869,21251
1870,21568
1871,21354
1872,21584
1873,21491
1874,21757
1875,21227
1876,21245
1877,21625
1878,21363
1879,21767
1880,21404
1881,21724
1882,21514
1883,21548
1884,21313
1885,21746
1886,21259
1887,21778
1888,21547
1889,21679
1890,21304
1891,21327
1892,21792
1893,21537
1894,21488
1895,21551
1896,21457
1897,21584
1898,21756
1899,21576
1900,21303
1901,21353
1902,21500
1903,21649
1904,21342
1905,21460
1906,21497
1907,21493
1908,21483
1909,21655
1910,21334
1911,21220
1912,21433
1913,21711
1914,21581
1915,21492
1916,21553
1917,21243
1918,21288
1919,21452
1920,21709
1921,21304
1922,21633
1923,21237
1924,21391
1925,21611
1926,21791
1927,21492
1928,21521
1929,21710
1930,21512
1931,21519
1932,21556
1933,21506
1934,21511
1935,21519
1936,21785
1937,21660
1938,21248
1939,21235
1940,21786
1941,21639
1942,21328
1943,21774
1944,22372
1945,21389
1946,21740
1947,21255
1948,21343
1949,21474
1950,21306
1951,21409
1952,21260
1953,21353
1954,21498
1955,21461
1956,21472
1957,21433
1958,21536
1959,21749
1960,21667
1961,21451
1962,21781
1963,21432
1964,21669
1965,21699
1966,21512
1967,21255
1968,21253
1969,21567
1970,21750
1971,21716
1972,21447
1973,21234
1974,21767
1975,21765
1976,21229
1977,21396
1978,21297
1979,21306
1980,21354
1981,21681
1982,21792
1983,21591
1984,21703
1985,21383
1986,21419
1987,21725
1988,21745
1989,21264
1990,21550
1991,21539
1992,21531
1993,21553
1994,21689
1995,21362
1996,21615
1997,21617
1998,21545
1999,21587
2000,21234
2001,21732
2002,21674
2003,21600
2004,21359
2005,21634
2006,21528
2007,21397
2008,21508
2009,21261
2010,21773
2011,21272
2012,21300
2013,21650
2014,21371
2015,21390
2016,21546
2017,21354
2018,21291
2019,21359
2020,21407
2021,21475
2022,21745
2023,21583
2024,21712
2025,21535
2026,21522
2027,21626
2028,21662
2029,21586
2030,21232
2031,21229
2032,21344
2033,21469
2034,21773
2035,21255
2036,21426
2037,21590
2038,21681
2039,21684
2040,21570
2041,21348
2042,21738
2043,21378
2044,21501
2045,21539
2046,21330
2047,21571
2048,21644
2049,21587
2050,21512
2051,21358
2052,21289
2053,21505
2054,21235
2055,21348
2056,21465
2057,21499
2058,21555
2059,21691
2060,21792
2061,21661
2062,21754
2063,21734
2064,21700
2065,21745
2066,21364
2067,21434
2068,21781
2069,21442
2070,21250
2071,21262
2072,21274
2073,21562
2074,21242
2075,21575
2076,21447
2077,21767
2078,21294
2079,21512
2080,21569
2081,21247
2082,21704
2083,21782
2084,21353
2085,21424
2086,21662
2087,21444
2088,21660
2089,21263
2090,21674
2091,21330
2092,21487
2093,21480
2094,21220
2095,21773
2096,21288
2097,21364
2098,21633
2099,21632
2100,21509
2101,21787
2102,21624
2103,21745
2104,21438
2105,21722
2106,21471
2107,21250
2108,21373
2109,21668
2110,21470
2111,21245
2112,21511
2113,21316
2114,21706
2115,21619
2116,21435
2117,21444
2118,21519
2119,21521
2120,21509
2121,21685
2122,21452
2123,21350
2124,21537
2125,21569
2126,21303
2127,21382
2128,21787
2129,21260
2130,21666
2131,21277
2132,21520
2133,21344
2134,21461
2135,21552
2136,21622
2137,21499
2138,21421
2139,21238
2140,21296
2141,21390
2142,21222
2143,21533
2144,21723
2145,21554
2146,21701
2147,21482
2148,21616
2149,21570
2150,21608
2151,21341
2152,21777
2153,21530
2154,21384
2155,21610
2156,21628
2157,21267
2158,21401
2159,21281
2160,21433
2161,21308
2162,21288
2163,21330
2164,21256
2165,21388
2166,21474
2167,21768
2168,21419
2169,21219
2170,21479
2171,21239
2172,21383
2173,21309
2174,21323
2175,21760
2176,21751
2177,21591
2178,21454
2179,21697
2180,21778
2181,21640
2182,21696
2183,21250
2184,21446
2185,21386
2186,21325
2187,21427
2188,21683
2189,21449
2190,21768
2191,21469
2192,21461
2193,21558
2194,21534
2195,21335
2196,21507
2197,21664
2198,21388
2199,21555
2200,21595
2201,21382
2202,21643
2203,21790
2204,21617
2205,21777
2206,21390
2207,21666
2208,21747
2209,21327
2210,21244
2211,21534
2212,21594
2213,21379
2214,21536
2215,21416
2216,21678
2217,21245
2218,21704
2219,21738
2220,21312
2221,21622
2222,21452
2223,21585
2224,21465
2225,21462
2226,21314
2227,21226
2228,21578
2229,21743
2230,21423
2231,21780
2232,21563
2233,21698
2234,21283
2235,22370
2236,21294
2237,21756
2238,21790
2239,21456
2240,21559
2241,21303
2242,21780
2243,21738
2244,21402
2245,21784
2246,21460
2247,21247
2248,21704
2249,21441
2250,21344
2251,21508
2252,21717
2253,21567
2254,21482
2255,21477
2256,21295
2257,21493
2258,21260
2259,21381
2260,21322
2261,21345
2262,21222
2263,21565
2264,21300
2265,21669
2266,21480
2267,22370
2268,21299
2269,21514
2270,21448
2271,21491
2272,21497
2273,21226
2274,21262
2275,21481
2276,21407
2277,21641
2278,21783
2279,21435
2280,21329
2281,21289
2282,21677
2283,21627
2284,21366
2285,21235
2286,21528
2287,21553
2288,21364
2289,21236
2290,21566
2291,21418
2292,21654
2293,21541
2294,21527
2295,21601
2296,21235
2297,21287
2298,21554
2299,21265
2300,21566
2301,21679
2302,21232
2303,21766
2304,21419
2305,21767
2306,21487
2307,21496
2308,21791
2309,21788
2310,21552
2311,21277
2312,21386
2313,21781
2314,21550
2315,21488
2316,21542
2317,21324
2318,21236
2319,21528
2320,21768
2321,21661
2322,21692
2323,21302
2324,21766
2325,21281
2326,21730
2327,21623
2328,21621
2329,21739
2330,21599
2331,21533
2332,21545
2333,21284
2334,21718
2335,21416
2336,21538
2337,21327
2338,21336
2339,21512
2340,21776
2341,21329
2342,21503
2343,21273
2344,21300
2345,21784
2346,21483
2347,21252
2348,21631
2349,21623
2350,21428
2351,21689
2352,21712
2353,21611
2354,21343
2355,21533
2356,21722
2357,21740
2358,21550
2359,21502
2360,21436
2361,21670
2362,21523
2363,21638
2364,21360
2365,21433
2366,21634
2367,21358
2368,21480
2369,21432
2370,21576
2371,21576
2372,21438
2373,21272
2374,21229
2375,21422
2376,21532
2377,21660
2378,21694
2379,21696
2380,21763
2381,21691
2382,21519
2383,21718
2384,21389
2385,21605
2386,21344
2387,21508
2388,21362
2389,21377
2390,21523
2391,21626
2392,21360
2393,21665
2394,21471
2395,21575
2396,21573
2397,21634
2398,21470
2399,21590
2400,21565
2401,21322
2402,21389
2403,21272
2404,21601
2405,21723
2406,21575
2407,21220
2408,21228
2409,21400
2410,21389
2411,21317
2412,21661
2413,21254
2414,21260
2415,21242
2416,21426
2417,21460
2418,21687
2419,21733
2420,21328
2421,21546
2422,21469
2423,21370
2424,21231
2425,21721
2426,21695
2427,21696
2428,21701
2429,21572
2430,21572
2431,21681
2432,21617
2433,21702
2434,21570
2435,21297
2436,21323
2437,21621
2438,21760
2439,22371
2440,21457
2441,21602
2442,21385
2443,21266
2444,21324
2445,21543
2446,21534
2447,21523
2448,21510
2449,21314
2450,21617
2451,21571
2452,21357
2453,21302
2454,21484
2455,21309
2456,21641
2457,21474
2458,21535
2459,21267
2460,21510
2461,21782
2462,21765
2463,21708
2464,21577
2465,21369
2466,21334
2467,21530
2468,21723
2469,21484
2470,21327
2471,21649
2472,21659
2473,21786
2474,21401
2475,21756
2476,21459
2477,21466
2478,21429
2479,21422
2480,21290
2481,21229
2482,21281
2483,21777
2484,21775
2485,21291
2486,21371
2487,21514
2488,21646
2489,21725
2490,21262
2491,21362
2492,21639
2493,21742
2494,21557
2495,21730
2496,21460
