store_id,store_name,product_id,product_name,product_price,manufacture_date,expiry_date,quantity
cens-0800180001-1635,SUPERMERCAT ALI,5.1.4,Classic White Peas (Motoro) (Whole) by Flipkart Grocery  (500 g),75,01 Mar 2024,29 Nov 2024,1
cens-0800180001-1635,SUPERMERCAT ALI,94.1.5,Umadi's Mango Pickle (Acharo)  (500 g),72,26 Feb 2024,21 Nov 2024,17
cens-0800180001-1635,SUPERMERCAT ALI,23.1.38,"zoff Turmeric, Coriander/Dhaniya, Red Chilli Powder (Masala Combo)  (3 x 200 g)",350,01 Feb 2024,01 May 2025,34
cens-0800180001-1635,SUPERMERCAT ALI,49.1.22,Flipkart Supermart Dal Mixture  (200 g),51,04 Mar 2024,03 Sep 2024,37
cens-0800180001-1635,SUPERMERCAT ALI,92.1.9,Kissan Mango Jam 490 g (Amboro Jam),20,01 Feb 2024,25 Jan 2025,5
cens-0800180001-1635,SUPERMERCAT ALI,46.1.1,BRITANNIA Little Hearts Classic Sweet & Salty (Mitha & Luniya)  (75 g),30,16 Jan 2024,15 Jul 2024,51
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,97.1.2,Gits Gulab Jamun Instant Dessert Mix 500 g,235,20 Sep 2023,13 Sep 2024,52
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,8.1.17,ASHTAVINAYAK Sanjeevani Cow Ghee 900 ml Tetrapack,670,14 Feb 2024,14 Nov 2024,22
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,23.1.20,Classic Coriander/Dhaniya Powder by Flipkart Grocery (dhania gunda)  (500 g),75,01 Mar 2024,25 Nov 2024,25
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,31.1.35,Unity From The House of India Gate - Biryani Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),219,01 Sep 2023,20 Aug 2025,38
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,37.1.14,"Farmley Dry Fruit Mix - Panchmeva - Almond,Cashew,Dates,Black Raisin,Green Raisin (Assorted Fruits & Nuts)  (200 g)",259,26 Mar 2024,24 Dec 2024,55
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,22.1.23,zoff Til White Sesame Seeds  (100 g),70,01 Mar 2024,01 Mar 2025,42
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,52.1.2,"Let's Try Crunchy Party Mix,Made with 100% Groundnut Oil (Chana dali)  (200 g)",64,10 Nov 2023,07 May 2024,13
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,77.1.9,"Kellogg's Chocos Moons & Stars with Whole Grain, High in Calcium & Protein, Kid's Cereal Pouch  (1200 g)",735,08 Jan 2024,03 Oct 2024,65
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,44.1.6,"PARLE Marie Biscuit  (800 g, Pack of 4)",99,16 Mar 2024,11 Sep 2024,64
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,81.1.17,Yu Chilli Manchurian Instant Food Ready To Eat No Preservatives Cup Noodles Vegetarian  (70 g),65,12 Sep 2023,07 Jun 2024,46
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,93.1.9,Apis Himalayan Honey  (750 g),490,01 Jan 2024,20 Dec 2025,5
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,39.1.10,Classic by Flipkart Grocery Bold Sugar (White Sugar)  (1 kg),90,01 Feb 2024,25 Jan 2025,55
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,87.1.2,Cadbury Bournville Cranberry Dark Chocolate Bars  (80 g),85,21 Nov 2023,16 Aug 2024,45
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,42.2.13,Dukes Nibbles Salted Cracker  (150 g),60,01 Jan 2024,26 Sep 2024,80
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,31.1.9,INDIA GATE Dubar Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),164,01 Oct 2023,19 Sep 2025,37
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,53.1.17,Flipkart Supermart Food Essentials Premium Tea Pouch (Regular Tea)  (250 g),68,27 Feb 2024,22 Nov 2024,23
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,108.1.6,Milky Mist Table Salted Butter  (100 g),65,10 Jan 2024,10 Oct 2024,65
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,22.1.40,Catch Kasuri Methi  (50 g),56,03 Feb 2024,29 Sep 2024,65
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,5.1.11,Mayurank Foods Matar Dal (Motoro Dali) (Split)  (500 g),77,16 Jan 2024,17 May 2024,50
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,22.1.29,Classic Kalonji by Flipkart Grocery (Kala jeera)  (50 g),25,23 Mar 2024,20 Sep 2024,17
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,84.1.7,Kissan Fresh Tomato Ketchup  (850 g),95,01 Oct 2023,01 Jul 2024,44
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,3.1.4,Tata Sampann Yellow Moong Dal (Muga Dali) (Split)  (500 g),84,01 Feb 2024,25 Jan 2025,50
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,22.1.5,Classic Black Pepper/Kali Mirch by Flipkart Grocery (Golamaricha)  (200 g),270,17 Feb 2024,15 Jun 2024,68
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,100.1.2,Flipkart Supermart Soya Sauce  (190 g),73,01 Feb 2024,27 Oct 2024,8
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,42.1.7,Dukes NICE Sugar Sprinkled Coconut Biscotti  (145 g),35,01 Feb 2024,27 Oct 2024,31
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,8.1.5,Nutralite Doodhshakti Pure|Made with Creamy Milk|Granular Texture|Rich Aroma Ghee 1 L Carton (Ghio),630,01 Mar 2024,29 Nov 2024,21
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,98.1.7,MTR Vermicelli Payasam 180 g,80,01 Jan 2024,25 Dec 2024,5
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,14.1.1,EMAMI Healthy & Tasty Ultra Lite Refined Soyabean Oil Pouch (Soyabean Tela)  (1 L),140,01 Mar 2024,29 Nov 2024,10
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,31.1.24,Daawat Super Basmati Rice (Basmati chaula) (Long Grain)  (5 kg),"1,095",01 Oct 2023,19 Sep 2025,53
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,105.1.10,HERSHEY'S Strawberry Flavored Milkshake | Enriched with Calcium  (180 ml),40,01 Mar 2024,25 Nov 2024,29
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,23.1.17,EVEREST Chat Masala (Chaat Masala)  (50 g),44,01 Feb 2024,24 Jul 2025,55
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,108.1.10,Nutralite Doodhshakti Probiotic|Made from Creamy Milk|Delicious Taste Butter Spread  (100 g),60,26 Nov 2023,23 Nov 2024,82
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,83.1.4,Delish by Flipkart Seviyan Roasted Vermicelli 850 g  (Roasted),68,01 Mar 2024,25 Nov 2024,95
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,23.1.9,Catch Jeera Powder (Jeera gunda)  (100 g),93,01 Oct 2023,24 Sep 2024,7
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,53.1.10,"Red Label Natural Care Cardamom, Ginger, Liquorice, Tulsi Tea Box (Flavored Tea)  (500 g)",300,01 Mar 2024,23 Feb 2025,79
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,31.1.15,"Fortune Mogra Basmati Rice (Basmati chaula) (Broken Grain, Raw)  (5 kg)",465,01 Mar 2024,18 Feb 2026,23
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,50.1.32,Too Yumm! Veggie Stix Chilly Chataka Chips  (10 g Extra in Pack)  (65 g),35,01 Mar 2024,27 Aug 2024,35
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,79.1.11,"Tata Soulfull Masala Oats+ With Millets, Mast Masala, Real Veggies, Non Sticky, Healthy Snack Pouch  (500 g)",239,01 Sep 2023,28 May 2024,95
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,49.1.27,Flipkart Supermart Methi Mathri  (200 g),40,01 Mar 2024,31 Aug 2024,73
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,51.1.3,DNV Sabudana 100 g (Plain Papodo),50,01 Mar 2024,23 Feb 2025,89
cens-0800180001-1825,Condis Express,58.1.18,Nescafe Classic Black Roast Instant Coffee  (90 g),41,01 Oct 2023,30 Apr 2025,85
